345	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
346	1	4	5	9	1	0	3	1	1	1	1	0	0	0	0	1	1
347	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
348	1	3	6	9	1	2	1	-1	0	1	0	1	1	1	1	1	0
349	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
350	1	2	7	9	1	1	2	1	1	0	1	0	1	1	1	1	1
351	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
352	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
353	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
354	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
355	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1
356	1	1	8	9	1	1	2	1	0	1	1	1	1	1	1	1	1
357	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
358	1	5	4	9	-1	2	1	-1	0	0	1	1	0	0	0	1	1
359	1	8	1	9	-1	3	0	-1	0	0	0	0	0	1	0	0	0
360	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
361	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
362	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
363	1	2	7	9	1	0	3	1	1	1	1	0	0	1	1	1	1
364	1	2	7	9	1	0	3	1	1	1	1	1	0	0	1	1	1
365	1	2	7	9	1	0	3	1	1	1	1	1	0	1	1	0	1
366	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
367	1	1	8	9	1	1	2	1	0	1	1	1	1	1	1	1	1
368	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
369	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
370	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
371	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
372	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
373	1	3	6	9	1	0	3	1	1	1	1	0	1	1	1	0	0
374	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
375	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
376	1	2	7	9	1	1	2	1	1	1	0	1	1	1	1	1	0
377	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
378	1	1	8	9	1	0	3	1	1	1	1	1	1	0	1	1	1
379	1	2	7	9	1	1	2	1	1	0	1	1	1	1	1	1	0
380	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
381	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
382	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
383	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
384	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
385	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
386	1	5	4	9	-1	3	0	-1	0	0	0	0	1	1	1	0	1
387	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
388	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
389	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
390	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
391	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
392	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
393	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
394	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
395	1	4	5	9	1	2	1	-1	0	1	0	1	1	1	0	1	0
396	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
397	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
398	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0
399	1	2	7	9	1	0	3	1	1	1	1	1	1	0	0	1	1
400	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	0	1
401	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
402	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1
403	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
404	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
405	1	1	8	9	1	1	2	1	0	1	1	1	1	1	1	1	1
406	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
407	1	1	8	9	1	1	2	1	0	1	1	1	1	1	1	1	1
408	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1
409	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0
410	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
411	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
412	1	3	6	9	1	0	3	1	1	1	1	0	0	1	1	0	1
413	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
414	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
415	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
416	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
417	1	1	8	9	1	0	3	1	1	1	1	1	1	0	1	1	1
418	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0
419	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
420	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
421	1	2	7	9	1	0	3	1	1	1	1	1	1	0	1	0	1
422	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
423	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
424	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
425	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
426	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
427	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
428	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
429	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1
